text,label
"OTP 936421 generated.",0
"Account credited successfully.",0
"Loan payment received.",0
"Order handed to courier.",0
"Flight check-in available now.",0
"OTP 527164 is your code.",0
"UPI collect request paid.",0
"Wallet load successful.",0
"Package received by customer.",0
"Bus seat allocated.",0
"OTP 648291 generated.",0
"Funds added successfully.",0
"Recharge renewed successfully.",0
"Payment accepted and recorded.",0
"Shipment scanned at hub.",0
"Travel ticket ready.",0
"OTP 472815 is confidential.",0
"Utility payment completed.",0
"Card purchase successful.",0
"Order fulfilled successfully.",0
"FASTag wallet updated.",0
"OTP 825174 generated.",0
"NEFT credit received.",0
"Recharge validity extended.",0
"Payment authorization approved.",0
"Courier scheduled today.",0
"Journey details confirmed.",0
"OTP 591824 generated.",0
"UPI payment settled.",0
"Bill cleared successfully.",0
"Order tracking activated.",0
"Flight reservation processed.",0
"OTP 714593 generated.",0
"Savings account credited.",0
"Subscription renewed.",0
"Package delivery completed.",0
"Rail reservation confirmed.",0
"OTP 385172 generated.",0
"Debit transaction completed.",0
"Recharge activated.",0
"Payment posted successfully.",0
"Shipment expected by evening.",0
"Bus journey confirmed.",0
"OTP 268451 generated.",0
"Funds received successfully.",0
"Utility recharge completed.",0
"Order out for delivery.",0
"Flight booking ticketed.",0
"OTP 942681 is your password.",0
"UPI transfer recorded.",0
"Parcel handed over.",0
"Account credited and updated.",0
"Recharge renewal processed.",0
"Payment confirmed successfully.",0
"Dear user, aapka KYC record abhi tak submit nahi hua, account continue rakhne ke liye verify kare",1
"UPI service rok di gayi hai, dubara chalu karne ke liye OTP dale",1
"Bank se suchna: account validation pending hai, link open kare",1
"Aapka bijli connection risk par hai, payment karke service bachaye",1
"Mubarak ho, aapko cash prize mila hai, claim form bhare",1
"PAN update nahi hua, transaction facility band ho sakti hai",1
"Aadhaar verification adhura hai, account secure karne ke liye complete kare",1
"Recharge reward unlock ho gaya hai, collect karne ke liye click kare",1
"UPI account temporary disable hai, reactivate now",1
"KYC approval reject hua, fresh verification kare",1
"Bank account access limited hai, details confirm kare",1
"Electricity dues detect hue hain, turant clear kare",1
"Prize amount ready hai, beneficiary details submit kare",1
"PAN compliance pending hai, update today",1
"Aadhaar-bank mapping incomplete hai, relink kare",1
"UPI handle suspend hone wala hai, ownership verify kare",1
"Account security alert, login karke verify kare",1
"Recharge cashback pending collection me hai",1
"KYC renewal request complete kare",1
"Bank profile outdated hai, nayi details update kare",1
"Electricity bill unpaid category me show ho raha hai",1
"Reward transfer authorization pending hai",1
"UPI registration verify nahi hui hai",1
"PAN validation required before banking use",1
"Aadhaar status inactive show ho raha hai",1
"Account restriction remove karne ke liye OTP verify kare",1
"Recharge bonus aapke liye reserve hai",1
"Prize winner list me aapka naam aaya hai",1
"KYC documents mismatch detect hua hai",1
"Bank compliance check pending hai",1
"Electricity service suspend ho sakti hai",1
"UPI profile review me hai",1
"Aadhaar linking final reminder",1
"PAN verification dubara karni hogi",1
"Reward wallet amount hold par hai",1
"Account unlock request pending hai",1
"Recharge campaign reward claim kare",1
"UPI fraud shield activate karne ke liye verify kare",1
"KYC deadline cross hone wali hai",1
"Bank access maintain karne ke liye update kare",1
"Electricity account overdue mark hua hai",1
"Prize release process start karne ke liye login kare",1
"Aadhaar authentication failed dikh raha hai",1
"PAN details resubmit kare",1
"UPI access rights expire hone wale hain",1
"Account audit me issue mila hai",1
"Recharge lucky reward available hai",1
"KYC ticket pending closure me hai",1
"Bank account verification compulsory hai",1
"Electricity notice issue hua hai",1
"Reward eligibility confirm kare",1
"Aadhaar update request incomplete hai",1
"PAN card review pending hai",1
"UPI onboarding finish kare",1
"Account secure mode activate kare",1
"Recharge benefit collect kare",1
"KYC correction form submit kare",1
"Bank alert: identity reconfirm kare",1
"Electricity payment retry kare",1
"Prize dispatch pending hai",1
"Aadhaar document verify kare",1
"UPI profile activate kare",1
"PAN sync error mila hai",1
"Account hold remove karne ke liye click kare",1
"Recharge reward expire hone wala hai",1
"KYC verification queue me hai",1
"Banking facility continue rakhne ke liye update kare",1
"Electricity disconnect request generate hui hai",1
"Reward fund reserve hai",1
"UPI account restore request pending hai",1
"Aadhaar relinking required hai",1
"PAN issue detect hua hai",1
"Account limitation hataane ke liye verify kare",1
"Recharge claim process complete kare",1
"KYC fail hua hai, retry kare",1
"Bank profile security update pending hai",1
"Electricity arrears clear kare",1
"Prize approval mil gaya hai",1
"Aadhaar-bank sync required hai",1
"UPI account blacklist review me hai",1
"PAN verification code confirm kare",1
"Account recovery OTP verify kare",1
"Recharge incentive pending hai",1
"KYC compliance incomplete hai",1
"Bank service interruption avoid karne ke liye update kare",1
"Electricity account risk category me hai",1
"Reward collection window open hai",1
"Aadhaar record update kare",1
"UPI transaction facility locked hai",1
"PAN card inactive dikh raha hai",1
"Account validation today complete kare",1
"Recharge offer winner select hue hain",1
"KYC authentication pending hai",1
"Bank identity check complete kare",1
"Electricity dues final reminder",1
"Prize amount claim kare",1
"Aadhaar verification session incomplete hai",1
"UPI restore karne ke liye login kare",1
"PAN update required immediately",1
"OTP 184620 is your login code. Do not share it.",0
"INR 2350 credited to your account successfully.",0
"Recharge completed. Benefits are now active.",0
"UPI payment processed successfully.",0
"Your parcel is on the way.",0
"Train booking confirmed. Seat allotted.",0
"OTP 731945 generated for authentication.",0
"Salary deposited in your account.",0
"Card transaction approved successfully.",0
"Electricity bill paid successfully.",0
"Balance updated after latest transaction.",0
"Data pack activated on your mobile number.",0
"Payment received successfully.",0
"Courier out for delivery.",0
"Bus reservation confirmed.",0
"OTP 518472 is valid for 10 minutes.",0
"Funds transferred through UPI.",0
"Credit card payment received.",0
"Order delivered successfully.",0
"FASTag recharge successful.",0
"OTP 693281 generated for login.",0
"Amount debited from your account.",0
"Recharge request completed.",0
"Payment confirmation available.",0
"Shipment reached destination hub.",0
"Flight booking confirmed.",0
"OTP 842617 generated for verification.",0
"Deposit received in account.",0
"EMI paid successfully.",0
"Order packed and dispatched.",0
"Travel ticket confirmed.",0
"OTP 271845 generated.",0
"Cashback credited to wallet.",0
"Recharge renewed successfully.",0
"UPI reference ID generated.",0
"Parcel delivered.",0
"Movie ticket booked successfully.",0
"OTP 615238 is your secure code.",0
"Wallet top up completed.",0
"Insurance premium received.",0
"Shipment arriving tomorrow.",0
"Rail seat confirmed.",0
"OTP 954216 generated for access.",0
"Bank transfer completed successfully.",0
"Recharge activated.",0
"Payment of INR 799 successful.",0
"Courier delivered.",0
"Hotel booking confirmed.",0
"OTP 326581 generated.",0
"Account credited successfully.",0
"Loan installment received.",0
"Order handed to courier.",0
"Flight check in now available.",0
"OTP 742196 generated for verification.",0
"UPI collect request paid.",0
"Wallet load successful.",0
"Package received by recipient.",0
"Bus seat allocated.",0
"OTP 581364 generated.",0
"Funds added to account.",0
"Recharge validity extended.",0
"Payment recorded successfully.",0
"Shipment scanned at facility.",0
"Travel voucher issued.",0
"OTP 863152 is confidential.",0
"Utility bill payment completed.",0
"Card purchase successful.",0
"Order fulfilled.",0
"FASTag balance updated.",0
"OTP 214763 generated.",0
"NEFT credit received.",0
"Recharge processed.",0
"Payment authorized successfully.",0
"Courier scheduled for today.",0
"Journey confirmed.",0
"OTP 491582 generated.",0
"UPI payment settled.",0
"Bill cleared.",0
"Order tracking enabled.",0
"Flight reservation processed.",0
"OTP 753126 generated.",0
"Savings account credited.",0
"Subscription renewed.",0
"Package delivery completed.",0
"Rail reservation confirmed.",0
"OTP 685241 generated.",0
"Debit transaction successful.",0
"Recharge successful.",0
"Payment posted to account.",0
"Shipment expected today.",0
"Bus journey confirmed.",0
"OTP 372518 generated.",0
"Funds received.",0
"Utility recharge completed.",0
"Order out for delivery.",0
"Flight ticket issued.",0
"OTP 926143 is your password.",0
"UPI transfer recorded.",0
"Parcel handed over successfully.",0
"Account updated with credit.",0
"Recharge renewal completed.",0
"Payment confirmed.",0
"Dear customer, aapka KYC update pending hai. Account block hone se pehle link par click kare: bit.ly/kyc-now",1
"UPI service suspend hone wali hai. Verification ke liye abhi OTP submit kare.",1
"Aapka bank account temporarily hold par hai. KYC complete kare warna access band ho jayega.",1
"Electricity bill pending hai. Aaj payment nahi ki to connection disconnect ho jayega. Click link.",1
"Mubarak ho! Aapne 25,000 cashback prize jeeta hai. Claim karne ke liye details verify kare.",1
"PAN card update required. Account freeze hone se bachne ke liye link open kare.",1
"Aadhaar linking pending hai. Bank services continue rakhne ke liye abhi update kare.",1
"Dear user, UPI ID deactivate hone wali hai. Reactivate karne ke liye OTP share kare.",1
"Aapke account me suspicious activity detect hui hai. Verification ke liye login kare.",1
"Recharge reward jeetne ke liye yahan click kare aur details confirm kare.",1
"KYC expiry notice. Aaj hi update kare warna account block ho jayega.",1
"Aapka FASTag suspend ho gaya hai. Re-activation ke liye payment kare.",1
"Bank security alert: account verify karne ke liye OTP enter kare.",1
"UPI transaction failed due to incomplete verification. Link par click kare.",1
"Congratulations! Aap lucky winner select hue hain. Prize release ke liye account details bheje.",1
"Aadhaar-PAN linking urgent hai. Penalty se bachne ke liye verification kare.",1
"Electricity department notice: bill update kare warna power cut hoga.",1
"Bank account lock hone wala hai. KYC document upload kare.",1
"UPI KYC incomplete hai. Service continue rakhne ke liye update kare.",1
"Cashback credit pending hai. Claim karne ke liye login kare.",1
"Dear customer, account suspend notice. Verification link par click kare.",1
"Reward points expire hone wale hain. Redeem karne ke liye details verify kare.",1
"Aapka debit card deactivate hone wala hai. OTP confirm kare.",1
"Banking access restore karne ke liye abhi KYC complete kare.",1
"Income tax refund ready hai. Amount receive karne ke liye account verify kare.",1
"UPI profile block warning. Reactivate karne ke liye link open kare.",1
"Electricity bill overdue hai. Immediate payment kare.",1
"Prize amount release ke liye bank details confirm kare.",1
"Aadhaar verification pending hai. Account restrictions avoid karne ke liye update kare.",1
"Dear user, recharge bonus claim karne ke liye link visit kare.",1
"KYC rejection notice. Correct details submit kare.",1
"Bank account freeze alert. Verification required immediately.",1
"UPI service disabled due to security issue. OTP validate kare.",1
"Lottery reward jeeta hai. Claim process complete kare.",1
"PAN verification incomplete hai. Banking services impact ho sakti hain.",1
"Aapka account risk category me hai. Secure karne ke liye login kare.",1
"Electricity board se notice: payment update kare warna supply band hogi.",1
"Debit card block hone wala hai. KYC re-submit kare.",1
"UPI payment receive karne ke liye account activate kare.",1
"Cash reward pending hai. Release ke liye click kare.",1
"Banking profile update nahi hui. Access revoke ho sakta hai.",1
"Aadhaar seeding pending hai. Verification complete kare.",1
"Recharge winner selected. Prize collect karne ke liye form bhare.",1
"Security update required. OTP verify kare.",1
"KYC suspension notice. Account use karne ke liye update kare.",1
"UPI ID verification failed. Re-submit details.",1
"Refund amount ready hai. Receive karne ke liye login kare.",1
"Electricity subsidy claim karne ke liye account details confirm kare.",1
"PAN mismatch detected. Verification urgently required.",1
"Aapka bank account inactive mark ho gaya hai. Activate kare.",1
"Dear customer, KYC renewal aaj hi complete kare.",1
"UPI wallet block warning. Link par click kare.",1
"Aadhaar update pending hai. Service interruption avoid kare.",1
"Prize voucher jeeta hai. Claim karne ke liye account verify kare.",1
"Bank security team: suspicious login detect hua hai. OTP share kare.",1
"Electricity connection verification pending hai. Details update kare.",1
"Recharge cashback unlock karne ke liye login kare.",1
"Account closure notice. KYC update nahi hui hai.",1
"UPI handle expire hone wala hai. Reactivate kare.",1
"Tax refund processing ke liye bank verification kare.",1
"Aadhaar-PAN validation required. Immediate action le.",1
"Debit card access restricted hai. Verification kare.",1
"Reward balance withdraw karne ke liye click kare.",1
"Bank KYC incomplete hai. Account hold par ja sakta hai.",1
"UPI transaction limit restore karne ke liye update kare.",1
"Electricity bill alert: payment pending.",1
"Prize transfer ke liye OTP confirm kare.",1
"Account verification failed. Re-login through secure link.",1
"Aadhaar authentication required. Services continue rakhne ke liye kare.",1
"Recharge offer claim karne ke liye details submit kare.",1
"Dear user, bank profile suspend ho gayi hai. Verify kare.",1
"UPI account risk me hai. Security check complete kare.",1
"KYC update nahi hui to account block ho jayega.",1
"Electricity dues clear karne ke liye payment link open kare.",1
"PAN card validation pending hai. Verify now.",1
"Prize reward available hai. Claim deadline aaj hai.",1
"Account restore karne ke liye OTP enter kare.",1
"UPI activation pending hai. Link par click kare.",1
"Aadhaar linking failed. Re-submit information.",1
"Cashback amount hold par hai. Verification kare.",1
"Bank alert: account freeze prevent karne ke liye KYC update kare.",1
"Electricity account verification required.",1
"Recharge bonus receive karne ke liye click kare.",1
"UPI access disable ho gaya hai. Reactivate kare.",1
"Lottery reward approved hai. Details confirm kare.",1
"Aadhaar se account verify kare warna restrictions lag sakti hain.",1
"KYC review pending hai. Update immediately.",1
"Debit card suspend notice. Verification required.",1
"Bank account security check ke liye OTP share kare.",1
"Electricity bill overdue. Service disconnect ho sakti hai.",1
"Prize amount transfer ke liye bank info submit kare.",1
"UPI user verification required. Link open kare.",1
"Account block notice. KYC document upload kare.",1
"Aadhaar update ke bina account access restricted rahega.",1
"Recharge lucky draw winner. Claim now.",1
"Bank security validation pending hai. Login kare.",1
"Dear customer, OTP for login is 482913. Do not share it with anyone.",0
"Your account balance is INR 12,540. Available balance updated successfully.",0
"Payment of INR 899 received successfully via UPI. Thank you.",0
"Recharge of INR 299 completed successfully. Validity updated.",0
"Your parcel has been shipped and is expected to arrive tomorrow.",0
"IRCTC booking confirmed. PNR generated successfully.",0
"OTP 638421 is valid for 10 minutes for your transaction.",0
"Salary of INR 45,000 has been credited to your account.",0
"Electricity bill payment of INR 1,250 received successfully.",0
"Your ticket booking has been confirmed. Safe journey.",0
"Bank alert: INR 2,000 debited from your account.",0
"UPI payment of INR 350 successful at merchant store.",0
"Recharge successful. New validity ends on 30 July.",0
"Your order has been delivered successfully.",0
"OTP 928371 for account login. Valid for 5 minutes.",0
"Credit card bill payment received. Thank you.",0
"Cash withdrawal of INR 5,000 completed successfully.",0
"Your courier is out for delivery today.",0
"EMI payment processed successfully.",0
"Bank transfer of INR 10,000 completed.",0
"UPI collect request approved successfully.",0
"Your package has reached the nearest hub.",0
"OTP 745821 for mobile verification.",0
"Movie ticket booking confirmed.",0
"Insurance premium payment received successfully.",0
"Recharge successful. Data benefits activated.",0
"Your train ticket is confirmed.",0
"Account statement is ready for download.",0
"UPI transaction completed successfully.",0
"Bank alert: INR 500 credited to your account.",0
"Your delivery partner will arrive shortly.",0
"OTP 319857 for password reset.",0
"Electricity bill generated. Due date is 15 July.",0
"Thank you for using digital banking services.",0
"Your order has been packed and dispatched.",0
"Wallet recharge successful.",0
"Payment of INR 1,999 processed successfully.",0
"Your bus ticket has been booked successfully.",0
"OTP 284619 is valid for verification.",0
"Subscription renewed successfully.",0
"Account balance inquiry completed.",0
"UPI payment received from registered user.",0
"Courier delivered successfully at your address.",0
"Loan EMI received successfully.",0
"Recharge completed. Benefits active now.",0
"Your flight ticket booking is confirmed.",0
"OTP 821563 for secure login.",0
"Bank alert: cheque cleared successfully.",0
"Package delivery scheduled for today.",0
"Electricity payment successful.",0
"UPI transfer completed without issues.",0
"Your transaction reference number has been generated.",0
"Debit card transaction successful.",0
"OTP 951472 for transaction authentication.",0
"Order confirmed and being processed.",0
"Bank account credited with INR 1,200.",0
"Recharge of INR 149 successful.",0
"Insurance policy renewed successfully.",0
"Your parcel is in transit.",0
"OTP 472918 valid for 10 minutes.",0
"Payment confirmation: INR 700 received.",0
"Credit card statement generated.",0
"Train ticket waitlist updated.",0
"UPI payment successful at fuel station.",0
"Courier has been picked up from sender.",0
"Recharge completed successfully.",0
"Bank alert: fixed deposit created.",0
"OTP 663284 for account verification.",0
"Order delivered. Thank you for shopping.",0
"EMI due reminder for upcoming payment.",0
"Electricity bill receipt generated.",0
"Wallet payment successful.",0
"Your booking reference has been confirmed.",0
"Bank alert: INR 3,000 debited.",0
"UPI payment credited successfully.",0
"OTP 512847 for login verification.",0
"Flight check-in is now available.",0
"Recharge successful and service active.",0
"Your package has left the warehouse.",0
"Bank transfer received successfully.",0
"Movie booking confirmed.",0
"OTP 792314 for secure access.",0
"Payment of INR 450 completed successfully.",0
"Courier delivery completed.",0
"Account credited with cashback amount.",0
"Electricity bill payment acknowledgment generated.",0
"UPI transaction reference available.",0
"Train journey reminder for tomorrow.",0
"OTP 347281 valid for authentication.",0
"Loan repayment received successfully.",0
"Recharge processed successfully.",0
"Your parcel is arriving today.",0
"Bank alert: interest credited.",0
"UPI transfer successful.",0
"OTP 624813 for verification purpose.",0
"Order shipped successfully.",0
"Payment receipt generated.",0
"Debit card purchase completed successfully.",0
"Courier out for delivery.",0
"Recharge completed and account updated.",0
"Your booking has been confirmed successfully.",0
"OTP 185732 for account access.",0
"Bank balance updated after transaction.",0
"UPI payment received successfully.",0
"Electricity bill generated and available.",0
"Package delivered to recipient.",0
"Recharge successful. Thank you for choosing our service.",0
"Account credited successfully with transferred funds.",0
"OTP 436928 valid for 5 minutes.",0
"Your ticket has been issued successfully.",0
"Payment processed and recorded successfully.",0
"Courier has reached destination city.",0
"Bank alert: transaction completed successfully.",0
"UPI payment confirmed.",0
"Recharge activation successful.",0
"OTP 278451 for secure verification.",0
"Your order is ready for delivery.",0
"Electricity payment received successfully.",0
"Account statement sent to registered email.",0
"Bank transfer completed successfully.",0
"UPI payment settlement successful.",0
"Recharge request completed.",0
"OTP 845291 for transaction confirmation.",0
"Package handed over to delivery agent.",0
"Your booking status is confirmed.",0
"Payment successful. Thank you.",0
"Account credited with monthly interest.",0
"Courier delivered safely.",0
"UPI transaction completed and recorded.",0
"Recharge successful and benefits applied.",0
"OTP 391628 for verification.",0
"Bank alert: INR 800 credited.",0
"Your travel ticket has been confirmed.",0
"Electricity bill payment recorded successfully.",0
"Order delivery completed.",0
"UPI payment successful. Reference generated.",0
"Recharge processed and activated.",0
"OTP 574183 for login request.",0
"Bank account transaction successful.",0
"Package delivered successfully. Thank you.",0
"Payment acknowledgment generated.",0
"Your booking is confirmed and active.",0
"Recharge successful. Enjoy uninterrupted service.",0
"UPI transfer received successfully.",0
"OTP 618425 valid for secure access.",0
"Bank alert: account updated successfully.",0
"Courier delivery status: completed.",0
"Payment completed successfully.",0
"Your order has been delivered.",0
"Recharge confirmation received.",0
"UPI transaction successful.",0
"OTP 483762 for verification process.",0
"Bank transfer acknowledged successfully.",0
"Electricity bill payment successful and recorded.",0
"Ticket booking completed successfully.",0
"Package arrival confirmed.",0
"Recharge activated successfully.",0
"UPI credit received.",0
"OTP 726194 for account authentication.",0
"Bank alert: transaction recorded successfully.",0
"Payment processed without issues.",0
"Courier delivery confirmed.",0
"Order completed successfully.",0
"Recharge successful. Service remains active.",0
"UPI payment confirmation available.",0
"OTP 937215 for verification.",0
"Bank account credited successfully.",0
"Your package has been delivered.",0
"Payment completed and receipt generated.",0
"Booking confirmed successfully.",0
"Recharge successfully ho gaya.",1
"Aapka KYC update pending hai, account block hone se pehle link par click kare.",1
"Dear user, UPI verification adhura hai, service continue rakhne ke liye OTP submit kare.",1
"Bank notice: aapka account hold par hai, KYC complete kare.",1
"Bijli bill pending hai, payment nahi ki to connection cut ho jayega.",1
"Mubarak ho! Aapne cash prize jeeta hai, claim karne ke liye details verify kare.",1
"Aadhaar linking pending hai, bank account activate rakhne ke liye update kare.",1
"PAN verification failed hai, account freeze hone se bachne ke liye click kare.",1
"UPI ID suspend hone wali hai, verification abhi complete kare.",1
"Account security alert, OTP verify karke access restore kare.",1
"Recharge reward jeeta hai, claim karne ke liye link open kare.",1
"KYC expire ho gaya hai, update nahi ki to account block ho jayega.",1
"Bank account temporarily restricted hai, verification required.",1
"Aapka debit card deactivate hone wala hai, OTP confirm kare.",1
"Income tax refund ready hai, amount receive karne ke liye verify kare.",1
"UPI profile inactive detect hui hai, reactivate karne ke liye click kare.",1
"Aadhaar-PAN link pending hai, penalty se bachne ke liye update kare.",1
"Electricity board notice: bill due hai, turant payment kare.",1
"Cashback reward pending hai, release ke liye login kare.",1
"Account lock warning, KYC document upload kare.",1
"Prize amount transfer ke liye bank details confirm kare.",1
"Dear customer, account verification zaroori hai, link par click kare.",1
"UPI transaction limit remove karne ke liye KYC update kare.",1
"Lottery winner select hue hain, claim form fill kare.",1
"Aadhaar authentication failed hai, dobara verify kare.",1
"Bank security team: suspicious activity detect hui hai, OTP share kare.",1
"Recharge bonus unlock karne ke liye account verify kare.",1
"PAN mismatch detect hua hai, details update kare.",1
"Aapka bank account risk category me hai, secure karne ke liye login kare.",1
"Electricity subsidy claim karne ke liye details confirm kare.",1
"UPI access disable ho gaya hai, reactivate now.",1
"Reward points expire hone wale hain, redeem karne ke liye click kare.",1
"Account suspension notice, KYC complete kare.",1
"Cash reward approved hai, release ke liye verification kare.",1
"Debit card usage restricted hai, update required.",1
"UPI KYC incomplete hai, service band ho sakti hai.",1
"Tax refund process karne ke liye bank verification kare.",1
"Aadhaar seeding pending hai, account access impact ho sakta hai.",1
"Recharge lucky draw winner bane hain, claim kare.",1
"Bank account inactive mark hua hai, activate kare.",1
"Electricity bill overdue hai, supply disconnect ho sakti hai.",1
"Prize voucher available hai, details submit kare.",1
"Security update pending hai, OTP validate kare.",1
"KYC renewal aaj hi complete kare warna account freeze hoga.",1
"UPI handle expire hone wala hai, renew kare.",1
"Account restore karne ke liye verification link use kare.",1
"Aadhaar update pending hai, restrictions lag sakti hain.",1
"Bank profile suspend ho gayi hai, login karke verify kare.",1
"Cashback amount hold par hai, account confirm kare.",1
"Electricity account verification required hai.",1
"Prize release deadline aaj hai, claim kare.",1
"UPI payment receive karne ke liye account activate kare.",1
"Bank alert: KYC reject hui hai, dobara submit kare.",1
"PAN card validation urgent hai, click kare.",1
"Lottery reward transfer ke liye OTP verify kare.",1
"Aapka account freeze hone wala hai, details update kare.",1
"Recharge offer claim karne ke liye login kare.",1
"Aadhaar linking failed hai, re-submit information.",1
"UPI user verification pending hai.",1
"Security check complete karne ke liye OTP enter kare.",1
"Banking access restore karne ke liye KYC kare.",1
"Prize fund ready hai, account details bheje.",1
"Electricity dues clear nahi hue hain, payment kare.",1
"Account closure notice, update required.",1
"UPI service blocked due to verification issue.",1
"PAN update ke bina banking services band ho sakti hain.",1
"Cash reward receive karne ke liye link open kare.",1
"Aadhaar verification urgent hai.",1
"Bank KYC incomplete hai, account hold par jayega.",1
"Recharge cashback pending hai, claim now.",1
"Electricity bill final warning hai.",1
"UPI profile block warning.",1
"Prize amount credit karne ke liye account verify kare.",1
"Account verification failed hai, secure link se login kare.",1
"Aadhaar-PAN validation required hai.",1
"Debit card suspend notice, verification kare.",1
"Bank security validation pending hai.",1
"Recharge reward collect karne ke liye click kare.",1
"UPI wallet deactivate hone wala hai.",1
"Account update nahi hui to services stop ho jayengi.",1
"Lottery cash approved hai, claim form bhare.",1
"Electricity connection verification pending hai.",1
"Aadhaar account se link nahi hai, update kare.",1
"Bank alert: account risk me hai.",1
"Cashback withdrawal ke liye login kare.",1
"KYC review pending hai.",1
"UPI activation required hai.",1
"Prize winner list me aapka naam select hua hai.",1
"Electricity payment verify karne ke liye click kare.",1
"Account access restricted hai, OTP confirm kare.",1
"PAN verification pending hai.",1
"Recharge lucky winner bane hain.",1
"Bank account secure karne ke liye link open kare.",1
"Aadhaar authentication required hai.",1
"UPI suspension notice, reactivate kare.",1
"Cash prize transfer pending hai.",1
"KYC completion ke bina account block ho jayega.",1
"Electricity bill notice, immediate action required.",1
"OTP 482913 aapke login ke liye hai, kisi se share na kare.",0
"Aapke account me INR 12,540 available balance hai.",0
"UPI payment INR 350 successful raha.",0
"Recharge INR 299 successful hai, validity update ho gayi.",0
"Aapka parcel dispatch ho gaya hai.",0
"Train ticket confirm ho gaya hai, PNR generated hai.",0
"OTP 638421 verification ke liye valid hai.",0
"Salary INR 45,000 account me credit ho gayi hai.",0
"Bijli bill payment successful raha.",0
"Aapki booking confirm ho gayi hai.",0
"Bank alert: INR 2,000 debit hua hai.",0
"UPI payment merchant ko successful gaya hai.",0
"Recharge successful hai, service active hai.",0
"Aapka order deliver ho gaya hai.",0
"OTP 928371 login verification ke liye hai.",0
"Credit card bill payment receive ho gaya hai.",0
"Cash withdrawal successful raha.",0
"Courier aaj delivery ke liye out hai.",0
"EMI payment process ho gayi hai.",0
"Bank transfer successful raha.",0
"UPI collect request approve ho gayi hai.",0
"Package nearest hub par pahunch gaya hai.",0
"OTP 745821 mobile verification ke liye hai.",0
"Movie ticket booking confirm hai.",0
"Insurance premium receive ho gaya hai.",0
"Recharge complete hai, data benefit activate hai.",0
"Train ticket successfully confirm hui hai.",0
"Account statement ready hai.",0
"UPI transaction complete ho gaya hai.",0
"Bank alert: INR 500 credit hua hai.",0
"Delivery partner jaldi pahunchne wala hai.",0
"OTP 319857 password reset ke liye hai.",0
"Bijli bill generate ho gaya hai.",0
"Digital banking service use karne ke liye dhanyavaad.",0
"Order pack hokar dispatch ho gaya hai.",0
"Wallet recharge successful hai.",0
"Payment INR 1,999 successful raha.",0
"Bus ticket booking confirm hai.",0
"OTP 284619 verification ke liye valid hai.",0
"Subscription renew ho gayi hai.",0
"Balance inquiry successful rahi.",0
"UPI payment receive hui hai.",0
"Courier successfully deliver ho gaya hai.",0
"Loan EMI receive ho gayi hai.",0
"Recharge activate ho gaya hai.",0
"Flight ticket booking confirm hai.",0
"OTP 821563 secure login ke liye hai.",0
"Cheque successfully clear ho gaya hai.",0
"Package delivery aaj scheduled hai.",0
"Electricity payment receive ho gayi hai.",0
"UPI transfer successful raha.",0
"Transaction reference number generate ho gaya hai.",0
"Debit card transaction successful hai.",0
"OTP 951472 authentication ke liye hai.",0
"Order confirm hokar process me hai.",0
"Account me INR 1,200 credit hua hai.",0
"Recharge INR 149 successful hai.",0
"Insurance policy renew ho gayi hai.",0
"Parcel transit me hai.",0
"OTP 472918 valid hai.",0
"Payment confirmation receive ho gayi hai.",0
"Credit card statement generate ho gaya hai.",0
"Train waitlist status update hua hai.",0
"UPI payment fuel station par successful rahi.",0
"Courier sender se pickup ho gaya hai.",0
"Recharge complete ho gaya hai.",0
"Fixed deposit create ho gayi hai.",0
"OTP 663284 account verification ke liye hai.",0
"Order successfully deliver ho gaya hai.",0
"EMI due reminder available hai.",0
"Electricity bill receipt generate ho gayi hai.",0
"Wallet payment successful hai.",0
"Booking reference confirm ho gaya hai.",0
"Bank alert: INR 3,000 debit hua hai.",0
"UPI credit successfully receive hui hai.",0
"OTP 512847 login verification ke liye hai.",0
"Flight check-in available hai.",0
"Recharge successful aur active hai.",0
"Package warehouse se nikal chuka hai.",0
"Bank transfer receive ho gaya hai.",0
"Movie booking confirm ho gayi hai.",0
"OTP 792314 secure access ke liye hai.",0
"Payment INR 450 successful raha.",0
"Courier delivery complete ho gayi hai.",0
"Cashback amount account me credit hui hai.",0
"Electricity payment acknowledgment generate hua hai.",0
"UPI reference available hai.",0
"Train journey reminder kal ke liye hai.",0
"OTP 347281 authentication ke liye hai.",0
"Loan repayment receive ho gayi hai.",0
"Recharge process successful raha.",0
"Parcel aaj arrive karega.",0
"Interest account me credit hua hai.",0
"UPI transfer complete ho gaya hai.",0
"OTP 624813 verification purpose ke liye hai.",0
"Order ship ho gaya hai.",0
"Payment receipt generate ho gayi hai.",0
"Debit card purchase successful raha.",0
"Courier out for delivery hai.",0
"Recharge ke baad account update ho gaya hai.",0
"Booking successfully confirm hai.",0
"OTP 185732 account access ke liye hai.",0
"Balance transaction ke baad update hua hai.",0
"UPI payment receive ho gayi hai.",0
"Electricity bill available hai.",0
"Package recipient ko deliver ho gaya hai.",0
"Recharge successful hai, service continue rahegi.",0
"Transferred funds account me credit ho gaye hain.",0
"OTP 436928 valid hai.",0
"Ticket issue ho chuki hai.",0
"Payment successfully process ho gayi hai.",0
"Courier destination city pahunch gaya hai.",0
"Transaction successfully complete hui hai.",0
"UPI settlement successful hai.",0
"Recharge request complete ho gayi hai.",0
"OTP 845291 transaction confirmation ke liye hai.",0
